n,seconds
1499,0.0405551000
1500,0.0404514000
1501,0.0406424000
1502,0.0404704000
1503,0.0438602000
1504,0.0430595000
1505,0.0432839000
1506,0.0428405000
1507,0.0437049000
1508,0.0517014000
1509,0.0573078000
1510,0.0601375000
1511,0.0446392000
1512,0.0420383000
1513,0.0494643000
1514,0.0451694000
1515,0.0442313000
1516,0.0412264000
1517,0.0413537000
1518,0.0413335000
1519,0.0420115000
1520,0.0440964000
1521,0.0440602000
1522,0.0443319000
1523,0.0445580000
1524,0.0412544000
1525,0.0440074000
1526,0.0444705000
1527,0.0444958000
1528,0.0426599000
1529,0.0435167000
1530,0.0415990000
1531,0.0417874000
1532,0.0417410000
1533,0.0417715000
1534,0.0418455000
1535,0.0435839000
1536,0.0449703000
1537,0.0426895000
1538,0.0420539000
1539,0.0421283000
1540,0.0421754000
1541,0.0422636000
1542,0.0422417000
1543,0.0422863000
1544,0.0431831000
1545,0.0424042000
1546,0.0424368000
1547,0.0425570000
1548,0.0431189000
1549,0.0426772000
1550,0.0427716000
1551,0.0435419000
1552,0.0427862000
1553,0.0428585000
1554,0.0428801000
1555,0.0428529000
1556,0.0429815000
1557,0.0430908000
1558,0.0442261000
1559,0.0433312000
1560,0.0433790000
1561,0.0434535000
1562,0.0450180000
1563,0.0468125000
1564,0.0470469000
1565,0.0466807000
1566,0.0452080000
1567,0.0436431000
1568,0.0434349000
1569,0.0436869000
1570,0.0440244000
1571,0.0439224000
1572,0.0441471000
1573,0.0438860000
1574,0.0444310000
1575,0.0441168000
1576,0.0440529000
1577,0.0441965000
1578,0.0444815000
1579,0.0454479000
1580,0.0442948000
1581,0.0442991000
1582,0.0450276000
1583,0.0449845000
1584,0.0460187000
1585,0.0445553000
1586,0.0447406000
1587,0.0447304000
1588,0.0447290000
1589,0.0457646000
1590,0.0466741000
1591,0.0484952000
1592,0.0472904000
1593,0.0493445000
1594,0.0451262000
1595,0.0463478000
1596,0.0465462000
1597,0.0459639000
1598,0.0491016000
1599,0.0491968000
1600,0.0486845000
1601,0.0494154000
1602,0.0492162000
1603,0.0489238000
1604,0.0489304000
1605,0.0490153000
1606,0.0494563000
1607,0.0497128000
1608,0.0491904000
1609,0.0493595000
1610,0.0494779000
1611,0.0496358000
1612,0.0492875000
1613,0.0504873000
1614,0.0497876000
1615,0.0495519000
1616,0.0496917000
1617,0.0500029000
1618,0.0499790000
1619,0.0512964000
1620,0.0500747000
1621,0.0500147000
1622,0.0507589000
1623,0.0502131000
1624,0.0498615000
1625,0.0470656000
1626,0.0469778000
1627,0.0470241000
1628,0.0470602000
1629,0.0477940000
1630,0.0497913000
1631,0.0515664000
1632,0.0510766000
1633,0.0478692000
1634,0.0481227000
1635,0.0479420000
1636,0.0478921000
1637,0.0476689000
1638,0.0477657000
1639,0.0478313000
1640,0.0477539000
1641,0.0489384000
1642,0.0480447000
1643,0.0481314000
1644,0.0480037000
1645,0.0486131000
1646,0.0483474000
1647,0.0482857000
1648,0.0483758000
1649,0.0496548000
1650,0.0485522000
1651,0.0485466000
1652,0.0487149000
1653,0.0486830000
1654,0.0498024000
1655,0.0487218000
1656,0.0488465000
1657,0.0489123000
1658,0.0489950000
1659,0.0489526000
1660,0.0490250000
1661,0.0492550000
1662,0.0493266000
1663,0.0493314000
1664,0.0493759000
1665,0.0526821000
1666,0.0534222000
1667,0.0496707000
1668,0.0499293000
1669,0.0515504000
1670,0.0505108000
1671,0.0515097000
1672,0.0499265000
1673,0.0499994000
1674,0.0499949000
1675,0.0499905000
1676,0.0501138000
1677,0.0501952000
1678,0.0501785000
1679,0.0519290000
1680,0.0542067000
1681,0.0521319000
1682,0.0504627000
1683,0.0505025000
1684,0.0506093000
1685,0.0509678000
1686,0.0507043000
1687,0.0508259000
1688,0.0508601000
1689,0.0509016000
1690,0.0520170000
1691,0.0550495000
1692,0.0514411000
1693,0.0516153000
1694,0.0515537000
1695,0.0514341000
1696,0.0513702000
1697,0.0514046000
1698,0.0514944000
1699,0.0514858000
1700,0.0537155000
1701,0.0543418000
1702,0.0517604000
1703,0.0529602000
1704,0.0532213000
1705,0.0522032000
1706,0.0518204000
1707,0.0554858000
1708,0.0556852000
1709,0.0539994000
1710,0.0520928000
1711,0.0545540000
1712,0.0559771000
1713,0.0557184000
1714,0.0525097000
1715,0.0524475000
1716,0.0524806000
1717,0.0542394000
1718,0.0565078000
1719,0.0567435000
1720,0.0568165000
1721,0.0565324000
1722,0.0571539000
1723,0.0540890000
1724,0.0530374000
1725,0.0531667000
1726,0.0531531000
1727,0.0531917000
1728,0.0532470000
1729,0.0534514000
1730,0.0533435000
1731,0.0533706000
1732,0.0534765000
1733,0.0547496000
1734,0.0534932000
1735,0.0536931000
1736,0.0536956000
1737,0.0549837000
1738,0.0539441000
1739,0.0547849000
1740,0.0580161000
1741,0.0580791000
1742,0.0581845000
1743,0.0581136000
1744,0.0581121000
1745,0.0580263000
1746,0.0583613000
1747,0.0590824000
1748,0.0582956000
1749,0.0584656000
1750,0.0582995000
1751,0.0546415000
1752,0.0547412000
1753,0.0547443000
1754,0.0567629000
1755,0.0575205000
1756,0.0549655000
1757,0.0561105000
1758,0.0561060000
1759,0.0601835000
1760,0.0552288000
1761,0.0552641000
1762,0.0554219000
1763,0.0553691000
1764,0.0568657000
1765,0.0568079000
1766,0.0555287000
1767,0.0556519000
1768,0.0556859000
1769,0.0557573000
1770,0.0558265000
1771,0.0569639000
1772,0.0564973000
1773,0.0600570000
1774,0.0601315000
1775,0.0615129000
1776,0.0606482000
1777,0.0603441000
1778,0.0604824000
1779,0.0604810000
1780,0.0609495000
1781,0.0603727000
1782,0.0627540000
1783,0.0609740000
1784,0.0607374000
1785,0.0605201000
1786,0.0566857000
1787,0.0570907000
1788,0.0574536000
1789,0.0571291000
1790,0.0582545000
1791,0.0590354000
1792,0.0601082000
1793,0.0618899000
1794,0.0620248000
1795,0.0614214000
1796,0.0617170000
1797,0.0614478000
1798,0.0575745000
1799,0.0576801000
1800,0.0577708000
1801,0.0577475000
1802,0.0578439000
1803,0.0577793000
1804,0.0609983000
1805,0.0601853000
1806,0.0585448000
1807,0.0580641000
1808,0.0594782000
1809,0.0584273000
1810,0.0592538000
1811,0.0585321000
1812,0.0590184000
1813,0.0587856000
1814,0.0588945000
1815,0.0588540000
1816,0.0589780000
1817,0.0588475000
1818,0.0590971000
1819,0.0591323000
1820,0.0590502000
1821,0.0593332000
1822,0.0591491000
1823,0.0592166000
1824,0.0593365000
1825,0.0631735000
1826,0.0620164000
1827,0.0595921000
1828,0.0596395000
1829,0.0616901000
1830,0.0597387000
1831,0.0597930000
1832,0.0600325000
1833,0.0625721000
1834,0.0624830000
1835,0.0636649000
1836,0.0626185000
1837,0.0601585000
1838,0.0604362000
1839,0.0603754000
1840,0.0614516000
1841,0.0617555000
1842,0.0649138000
1843,0.0606948000
1844,0.0606908000
1845,0.0609071000
1846,0.0609493000
1847,0.0612112000
1848,0.0609870000
1849,0.0617876000
1850,0.0610287000
1851,0.0611369000
1852,0.0611392000
1853,0.0616961000
1854,0.0622161000
1855,0.0636843000
1856,0.0622864000
1857,0.0697904000
1858,0.0628244000
1859,0.0640714000
1860,0.0629355000
1861,0.0620304000
1862,0.0631949000
1863,0.0620629000
1864,0.0621165000
1865,0.0622933000
1866,0.0621093000
1867,0.0627484000
1868,0.0622232000
1869,0.0624997000
1870,0.0625373000
1871,0.0624447000
1872,0.0624978000
1873,0.0626837000
1874,0.0627093000
1875,0.0643562000
1876,0.0634761000
1877,0.0628502000
1878,0.0634638000
1879,0.0633987000
1880,0.0658008000
1881,0.0646800000
1882,0.0632015000
1883,0.0634117000
1884,0.0689763000
1885,0.0636990000
1886,0.0638681000
1887,0.0638389000
1888,0.0635943000
1889,0.0652554000
1890,0.0638421000
1891,0.0641551000
1892,0.0656189000
1893,0.0709257000
1894,0.0671750000
1895,0.0648669000
1896,0.0647737000
1897,0.0662869000
1898,0.0649845000
1899,0.0664360000
1900,0.0663374000
1901,0.0651125000
1902,0.0658510000
1903,0.0708547000
1904,0.0653341000
1905,0.0652789000
1906,0.0660508000
1907,0.0657762000
1908,0.0655019000
1909,0.0657476000
1910,0.0716407000
1911,0.0912354000
1912,0.0877968000
1913,0.0713552000
1914,0.0701805000
1915,0.0773517000
1916,0.0660092000
1917,0.0660953000
1918,0.0663251000
1919,0.0675203000
1920,0.0671462000
1921,0.0668847000
1922,0.0661883000
1923,0.0668986000
1924,0.0666181000
1925,0.0667205000
1926,0.0677387000
1927,0.0688965000
1928,0.0676622000
1929,0.0674479000
1930,0.0687595000
1931,0.0677013000
1932,0.0673260000
1933,0.0678962000
1934,0.0677265000
1935,0.0687289000
1936,0.0676448000
1937,0.0686569000
1938,0.0676780000
1939,0.0673373000
1940,0.0675173000
1941,0.0709220000
1942,0.0713143000
1943,0.0677041000
1944,0.0676342000
1945,0.0677051000
1946,0.0684744000
1947,0.0680729000
1948,0.0690354000
1949,0.0688249000
1950,0.0688065000
1951,0.0685249000
1952,0.0689295000
1953,0.0702941000
1954,0.0687533000
1955,0.0727448000
1956,0.0741377000
1957,0.0687246000
1958,0.0688770000
1959,0.0694376000
1960,0.0720418000
1961,0.0695007000
1962,0.0700988000
1963,0.0689398000
1964,0.0690030000
1965,0.0703895000
1966,0.0707433000
1967,0.0754796000
1968,0.0695225000
1969,0.0696843000
1970,0.0695775000
1971,0.0695983000
1972,0.0740108000
1973,0.0728817000
1974,0.0750685000
1975,0.0753856000
1976,0.0751604000
1977,0.0734123000
1978,0.0700091000
1979,0.0716280000
1980,0.0721946000
1981,0.0701550000
1982,0.0715667000
1983,0.0706726000
1984,0.0704142000
1985,0.0704824000
1986,0.0704822000
1987,0.0720469000
1988,0.0772453000
1989,0.0795952000
1990,0.0772967000
1991,0.0751607000
1992,0.0808907000
1993,0.0761903000
1994,0.0733563000
1995,0.0740669000
1996,0.0742061000
1997,0.0734191000
1998,0.0750381000
1999,0.0719967000
2000,0.0717628000
